title,url,isbn
椰风蕉雨：南洋故事集 香港文学一代宗师刘以鬯沧海遗珠作品集 首次集结他任职新加坡、马来西亚时的小说作品 狮城繁盛、马来甘榜，南洋风雨淅沥纸上 娘惹佳人、南迁侨客，各色人物尽显异域风情,https://product.dangdang.com/29403369.html,9787220126338
文集,https://product.dangdang.com/12100013110.html,9787220126970
世界文学批评研究,https://product.dangdang.com/12100014511.html,9787220127267
【凤凰】房思琪的初恋乐园+冬将军的夏天全2册套装 林奕含甘耀明著 现当代文学小说作品散文集青春励志小说,https://product.dangdang.com/11914997036.html,9787221150646
小说集,https://product.dangdang.com/12100012773.html,9787222230071
亲爱的，和最亲爱的 菲茨杰拉德、泽尔达情书集中文版面世,https://product.dangdang.com/25166133.html,9787224122169
萨巫颂[伊朗]西敏·达内希瓦尔 著重庆出版社9787229051365 正版旧书，保证质量，此书为单本而非一套，电子发票！,https://product.dangdang.com/11916332313.html,9787229051365
蚱蜢：游戏、生命与乌托邦（三桅帆系列） 台版豆瓣9.2分！驳倒了维特根斯坦！游戏运动哲学史上经典之作！多伦多大学名誉校长，剑桥大学、耶鲁大学知名哲学教授强烈推荐！玩游戏，就是自愿去克服非必要的障碍。游戏是未来的线索。,https://product.dangdang.com/29406188.html,9787229166588
月海电台（翟永明、程靖波、骑桶人联袂推荐 科幻小说行业资深策划的十年脑洞） 在山川、风月、宇宙、人心间，用幻想小说进行一场独特的美学实验,https://product.dangdang.com/29465511.html,9787229170103
易经 苏勇 北京大学出版社 苏勇 点校 苏勇 点校 北京大学出版社【可开电子发票】 【正品保证，进入店铺更多优惠！】,https://product.dangdang.com/11750578801.html,9787301007617
游戏的人：文化的游戏要素研究 荷兰著名文化史学者约翰·赫伊津哈的代表作，从游戏的角度阐述了游戏与人的文化进化的相关性。,https://product.dangdang.com/25199666.html,9787301249109
大河与大国+美国史+美国人民+美国货币史+美国民主的悖论+何谓“美国”？,https://product.dangdang.com/12100012970.html,9787301332726
（布朗肖作品集）黑暗托马,https://product.dangdang.com/29697585.html,9787305103568
哲学家和他的穷人们 (法)雅克·朗西埃 张一兵 蒋海燕 南京大学出版社【正版书籍】 正版图书，下单前请先咨询客服，欢迎选购！,https://product.dangdang.com/11737671120.html,9787305138287
（布朗肖作品集）那没有伴着我的一个,https://product.dangdang.com/28538639.html,9787305146435
魔沼 618正品图书限时直降！6.13-6.20全场叠加满49-5，99-10，149-15！,https://product.dangdang.com/11163927886.html,9787305177361
法国文学经典译丛//月神园,https://product.dangdang.com/24216364.html,9787305177385
（当代激进思想家译丛）无身体的器官 知名段子王、炫酷哲学家齐泽克致力于重建一个超出人们常识的更为真实、更为激进的德勒兹。这是他们之间的相遇，而非对话。本书献给那些假想的自由的神奇时刻，也献给那些被回到“正常”现实所困扰的希望。,https://product.dangdang.com/27950375.html,9787305209635
理想国译丛·不敢懈怠：曼德拉的总统岁月（NO：034） 接续《漫漫自由路》，曼德拉自述面临的艰难与挑战，总统任上的坚持与妥协 带领南非摆脱殖民和种族隔离的遗产，放下仇恨，成为转型与和解的典范,https://product.dangdang.com/26912927.html,9787305214035
理想国译丛014 布达佩斯往事：冷战时期一个东欧家庭的秘密档案【正版图书，满额减】 【速开发票，优质售后，支持7天无理由退换】,https://product.dangdang.com/11820119215.html,9787305218415
无意识的文明（现代人小丛书） 加拿大总督文学奖非虚构类获奖作品，全方位勾勒落入法团主义之手的文明。,https://product.dangdang.com/27911917.html,9787305220944
（现代人小丛书）现代性的隐忧：需要被挽救的本真理想 “成为你自己！” 用个人主义的本真性追求对抗现代社会的忧虑。,https://product.dangdang.com/29156320.html,9787305234859
